Job_Title,Job_Type,Salary,Job_Skill,Gaji_Perbulan
senior graphic and structural design executive,Full-time,"USD 45,000 - 70,000 / YEARLY",Excel,"3,750 - 5,833"
software developer (.net c#),Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
electroplating production executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
planning and ordering executive (kepong),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
motor / car courier,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
administration manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
technical operation assistant manager,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
project & site supervisor,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
new business servicing executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
singapore payroll associate (shared services),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"intern, sustainability department",Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
senior engineer - mrb structural repair,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
office admin & marketing executive | puchong,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
devsecops automation engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Excel, Java","5,833 - 8,750"
live stream host,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
senior manager - supplier development,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
finance executive (hap seng logistics - kl),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
senior executive - marketing,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
accounts executive 会计主任,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
quality system officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
talent and recruitment executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accounts executive - temporary 3months contract,Contract,"USD 50,000 - 82,500 / YEARLY",Communication,"4,167 - 6,875"
engineering administrator,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
management information system engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales admin executive (the vertical bangsar south / meru klang),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
sap hana dba support - penang/kuala lumpur,Full-time,"USD 45,000 - 82,500 / YEARLY","SQL, Excel","3,750 - 6,875"
retail supervisor,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
senior executive – capability development,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship for pr/ marketing student (2 vacancies),Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
executive - leasing & asset management (iskandar puteri),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
procurement senior executive (6 months contract),Contract,"USD 45,000 - 90,750 / YEARLY",Communication,"3,750 - 7,562"
senior cloud developer (aws/azure),Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel","5,833 - 8,750"
urgent hiring - credit services support (banking | welcome fresh graduates) - p6,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
it executive / it support engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
product specialist (sales executive),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
regional scientific affairs & innovation manager,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
sales representative [international bank] | basic + commission | kuala lumpur,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
project management specialist,Contract,"USD 45,000 - 90,750 / YEARLY",Excel,"3,750 - 7,562"
senior product development engineer (soc & fpga),Full-time,"USD 70,000 - 105,000 / YEARLY",Data Analysis,"5,833 - 8,750"
legal associate/assistant (multiple positions available),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
"assistant vice president, institutional sales",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
management trainee (retail) [based in singapore],Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
lead / senior system validation and debug engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
junior software engineer ( automation ),Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Machine Learning","5,833 - 8,750"
accounts receivable & credit officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
marketing strategist,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
procurement executive / senior,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
operational risk management specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
sap finance (ap & treasury) support - penang,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
sfdc developer/support - penang/kuala lumpur,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java","5,833 - 8,750"
"director, strategic delivery",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
senior erp consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"manager, hr business partner",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"avp, operations - asset & wealth management",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
program executive 业务专员,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
admin account  assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"group credit operation, assistant manager",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales executive - indoor,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
manager / executive - warehouse,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
sales program incentive specialist,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
protege (presales & costing),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
internship (thai nationality),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
membership specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
accounts cum admin,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
product sales executive - flooring,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
visual communications,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
sales executive (kuala lumpur) - (food service/b2c/b2b),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
property development sales admin manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
purchasing officer * 通晓中文,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
production executive (bangi) (id: 607914),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
technical marketing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
sap finance (ar & treasury) support - penang,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
assistant maintenance manager,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
team leader - background screening industry,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
"intern, sales administration (allianz life)",Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
ecommerce live stream sales host (junior/senior),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
relationship manager - sabah,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
inside sales intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
r&d manager / assistant r&d manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
operations manager (import-export logistics),Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
project manager (renewable energy),Contract,"USD 75,000 - 110,000 / YEARLY",Excel,"6,250 - 9,167"
sales executive  (horeca/food service/fmcg),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
plc / asrs technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
sap solman/change management support - penang,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
conveyancing clerk.,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
librarian,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
ams consultant - sap cpi/pi/po support - penang,Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Java","3,750 - 6,875"
finance-credit admin executive (mandarin speaking),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales coordinator (fmcg),Full-time,"USD 50,000 - 75,000 / YEARLY",Data Analysis,"4,167 - 6,250"
secretary to md (seberang jaya - penang),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
account manager - consultation b2b sales (based: kuala lumpur/security services),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
fresh graduate (business studies / accounting / engineering),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
sales representative (ayer keroh),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
spare part assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
data entry assistant (klia),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
telesales executive (banking),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
event planner,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
website and digital engagement,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
part time/full time sorter,Part-time,"USD 22,500 - 49,500 / YEARLY",Communication,"1,875 - 4,125"
junior project manager,Contract,"USD 75,000 - 110,000 / YEARLY",Communication,"6,250 - 9,167"
aiot kam,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
ielts and general english teachers,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
qa technician (die casting),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
f&b operations manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
personal banker (june & july intake i nationwide i fresh grad) - p14,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
enterprise business finance specialist (based in thailand) _apac finance,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
mep engineer | up to rm9000 | based in jb,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
x15 krew restaurant diperlukan [fast food] | trx kuala lumpur | rm2600/sebulan,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
part-time graphic designer,Part-time,"USD 22,500 - 42,000 / YEARLY",Communication,"1,875 - 3,500"
sales manager (sarawak flour mill - based in kuching),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
bank sales executive | fresh graduate | melaka,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"management trainee, singapore (degree holder with 1 year rotation program)",Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
investigator - junior digital detective,Full-time,"USD 70,000 - 105,000 / YEARLY",Data Analysis,"5,833 - 8,750"
pharmacist prp/frp,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
key account executive | fmcg | modern trade  (ref: nb),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
parcel delivery driver/rider (full time/part time),Part-time,"USD 22,500 - 49,500 / YEARLY",Communication,"1,875 - 4,125"
marketing assistant * 通晓中文,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
purchasing,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
recruitment consultant (junior to senior),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
software programmer,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
marketing assistant - part time,Part-time,"USD 25,000 - 45,000 / YEARLY",Excel,"2,083 - 3,750"
finance & payroll associate (6 months contract),Contract,"USD 50,000 - 82,500 / YEARLY",Excel,"4,167 - 6,875"
senior finance and accounting officer,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
pegawai veterinar ( doktor ),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
document controller & admin officer,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
development architect,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Excel, Java","5,833 - 8,750"
telemarketing / telesales johor / selangor / penang / melaka,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
assistant manager - legal and compliance,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
staff nurse - infant care specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
qa engineer / technician,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
shipping and logistic executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
regional sales manager (rsm)-malaysia,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
property development sales manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
sales executive (building material division),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
fixed asset accountant (based in penang / kulim),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
manager - corporate sales,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
software engineer (full stack),Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
electrical site technician,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
regulatory affairs (animal healthcare),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
handyman(building technician),Full-time,"USD 45,000 - 70,000 / YEARLY",Communication,"3,750 - 5,833"
production manager 生产经理,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
administrator cum secretary (mnc pharma),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
senior / junior sales executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
automotive mechanic / automotive aircond mechanic,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
sales representative (sabah-mandarin speaker),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"senior executive – costing, budget & management reporting",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"senior executive, prosecuting officer",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"manager, business office",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"procurement executive (based in msia, for j&t singapore)",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
accounts assistant/ executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
regulatory affairs officer,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
"assistant executive, administration",Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
"assistant, planner",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
scientific technical officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
executive ii - design & fit-out,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
hr and admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
internship for business/marketing/sales final year students,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
hr & learning executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
it cum admin executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
operation admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
overseas hr operations support (based in singapore),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
company management / group admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
campus head of admission & marketing (johor bahru),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
customer service officer – gred n19,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"executive, careline",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
laboratory assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
product information scientist (branding),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
internship (marketing sales)(6 months)(kuala lumpur),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
invested leadership programme trainee,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
assistant planner (fresh graduate welcome to apply),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
senior executive / assistant manager procurement,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
admin executive/admin assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
retail assistant,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
audit associate / audit assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"senior executive, finance & admin",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"manager, it (service desk)",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
executive secretary / personnel assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
product development scientist (nutraceuticals manufacturing),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
"project engineer, s&tc, psd/apg unit, rail & feeder bus system",Contract,"USD 60,000 - 99,000 / YEARLY",Excel,"5,000 - 8,250"
building executive,Full-time,"USD 45,000 - 70,000 / YEARLY",Excel,"3,750 - 5,833"
"project engineer, afc & eac unit, rail & feeder bus system",Contract,"USD 60,000 - 99,000 / YEARLY",Excel,"5,000 - 8,250"
medical sales representative-private,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
quality assurance (internship),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
sales & logistics coordinator,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
senior executive - marketing (creative design),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
training specialist (production),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
考勤专员 attendance officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
part time event / office support,Part-time,"USD 22,500 - 49,500 / YEARLY",Excel,"1,875 - 4,125"
customer services & documentation assistant (客服) logistics services,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
seo specialist (hk) remote work wfh,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
daycare assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
clerical cum receptionist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
senior management executive,Full-time,"USD 45,000 - 82,500 / YEARLY","SQL, Excel","3,750 - 6,875"
senior credit control executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
relationship executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
marketing & operations executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"specialist, strategy analyst",Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
junior finance associate,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
services sales manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
senior account and admin executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
account assistant 财务助理,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"executive, technical support (call centre)",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship admin assistant,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
document controller (management system),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
customer service executive (call centre) fresh graduate,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
admin account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
digital marketing executive (remote),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accounting  assistant (审 计 / 会 计 助 理),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
social media administrator,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
industrial relations & employee relations officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
administrator executive - kl immediate vacancy,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
director of finance,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
hr / admin / accounting executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"assistant manager, medical records",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
doktor residen / medical officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
accountant (part time),Part-time,"USD 25,000 - 45,000 / YEARLY",Communication,"2,083 - 3,750"
customer success,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
marketing admin officer/executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"director, student recruitment department",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
ams - salesforce developer - malaysia,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
senior quality control engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
customer service internship,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
6s/esd control engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"executive, corporate planning (mazda malaysia sdn bhd)",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
qc assistant officer,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
veterinary receptionist cum assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
admin cum operations assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
internship in electrical & electronic engineering,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
assistant - sales admin,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"human resources & admin, executive / senior executive",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
quality control analyst,Full-time,"USD 60,000 - 90,000 / YEARLY","Excel, Data Analysis","5,000 - 7,500"
tiktok business development,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
account payable assistant (12 months contract),Contract,"USD 50,000 - 82,500 / YEARLY",Excel,"4,167 - 6,875"
"executive, finance (mazda malaysia sdn bhd)",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
sjkc daycare teacher 小学安亲班老师 (pj),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
field audit associate,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
staff nurse / medical assistant/ radiology/ pemb antu klinik,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
data analyst,Full-time,"USD 60,000 - 90,000 / YEARLY","Python, SQL, Java","5,000 - 7,500"
digital marketing executive - media buying,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
administration cum hr officer,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
account payable executive (night shift from 1pm - 11pm) - welcome fresh graduate,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
outdoor sales executive (puchong & ulu tiram),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
assistant manager business development,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
admin executive (cum receptionist),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
quality control assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
events & promotions executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
senior hr executive / hr specialist (regional office),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"qa/qc executive (fssc22000, iso22000, haccp)",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"assistant manager, human resource (generalist)",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
operations,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
admin assistant / purchaser,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
sales admin & marketing executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
assistant head of contract managers,Contract,"USD 75,000 - 110,000 / YEARLY",Excel,"6,250 - 9,167"
lcp aesthetic doctor,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
customer success (saas),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"lead, total rewards",Full-time,"USD 75,000 - 100,000 / YEARLY","Excel, Data Analysis","6,250 - 8,333"
e-commerce executive,Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Data Analysis","3,750 - 6,875"
